AUDIT_YEAR,org_level,org_code,org_name,category,breakdown,numerator,denominator,percentage
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,10-14 years,95,860,11.04651163
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,5-9 years,95,860,11.04651163
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Age band,Age_70_to_79,60,860,6.976744186
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Deprivation,1 - most deprived,15,860,1.744186047
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,BMI group,unknown,360,860,41.86046512
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Age band,Age_30_to_39,145,860,16.86046512
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Age band,Age_40_to_49,185,860,21.51162791
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,BMI group,Overweight,170,860,19.76744186
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,BMI group,Obese,95,860,11.04651163
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Deprivation,4 - 2nd least deprived,265,860,30.81395349
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,20-29 years,185,860,21.51162791
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,30-39 years,120,860,13.95348837
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,ethnicity group,unknown,10,860,1.162790698
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,ethnicity group,Other,5,860,0.581395349
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Age band,Age_50_to_59,170,860,19.76744186
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Age band,Age_60_to_69,110,860,12.79069767
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,BMI group,Underweight,5,860,0.581395349
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Deprivation,5 - least deprived,320,860,37.20930233
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,< 1 year,35,860,4.069767442
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,BMI group,Severely obese,45,860,5.23255814
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,40-49 years,85,860,9.88372093
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,50 plus years,45,860,5.23255814
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Smoking status,1 - current smoker,110,860,12.79069767
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,ethnicity group,White,830,860,96.51162791
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Deprivation,unknown,0,860,0
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Diabetes duration,unknown,0,860,0
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Glucose technology,CLS,0,860,0
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Glucose technology,CGM,0,860,0
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Glucose technology,Flash,580,860,67.44186047
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,3 - 53 < HbA1c <= 58,115,725,15.86206897
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,1 - HbA1c <= 48,70,725,9.655172414
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,6 - HbA1c > 86,65,725,8.965517241
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,2 - 48 < HbA1c <= 53,80,725,11.03448276
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,4 - 58 < HbA1c <= 69,240,725,33.10344828
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,5 - 69 < HbA1c <= 86,155,725,21.37931034
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c achieved,HbA1c value unknown,5,725,0.689655172
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,HbA1c measured,HbA1c measured,745,860,86.62790698
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,insulin regimen,3. Fixed mix,15,860,1.744186047
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,insulin regimen,1. Insulin pump,190,860,22.09302326
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,insulin regimen,2. Basal bolus,650,860,75.58139535
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,Combined prevention,310,520,59.61538462
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,Primary prevention,255,460,55.43478261
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,Secondary prevention,55,60,91.66666667
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,Blood Pressure <= 140/80,410,625,65.6
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,All 3 TTs,100,575,17.39130435
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,All 8 CPs measured,230,860,26.74418605
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,creatinine measured,715,860,83.13953488
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,foot_exam measured,435,860,50.58139535
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,albumin measured,410,860,47.6744186
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,HbA1c measured,745,860,86.62790698
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,cholesterol measured,645,860,75
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,smoking measured,715,860,83.13953488
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,BMI measured,560,860,65.11627907
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Care processes,BP measured,640,860,74.41860465
2020_21,Provider,RWFTW,The Tunbridge Wells Hospital,Treatment targets,HbA1c <= 58 mmol/mol,265,725,36.55172414
2020_21,Provider,RWH01,Lister Hospital,ethnicity group,White,905,975,92.82051282
2020_21,Provider,RWH01,Lister Hospital,Smoking status,1 - current smoker,150,975,15.38461538
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,50 plus years,40,975,4.102564103
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,40-49 years,105,975,10.76923077
2020_21,Provider,RWH01,Lister Hospital,BMI group,Severely obese,50,975,5.128205128
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,< 1 year,5,975,0.512820513
2020_21,Provider,RWH01,Lister Hospital,Deprivation,unknown,10,975,1.025641026
2020_21,Provider,RWH01,Lister Hospital,Deprivation,5 - least deprived,255,975,26.15384615
2020_21,Provider,RWH01,Lister Hospital,BMI group,Underweight,10,975,1.025641026
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_60_to_69,95,975,9.743589744
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_50_to_59,180,975,18.46153846
2020_21,Provider,RWH01,Lister Hospital,ethnicity group,Other,25,975,2.564102564
2020_21,Provider,RWH01,Lister Hospital,ethnicity group,unknown,5,975,0.512820513
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,30-39 years,140,975,14.35897436
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,20-29 years,200,975,20.51282051
2020_21,Provider,RWH01,Lister Hospital,Deprivation,4 - 2nd least deprived,230,975,23.58974359
2020_21,Provider,RWH01,Lister Hospital,BMI group,Obese,100,975,10.25641026
2020_21,Provider,RWH01,Lister Hospital,BMI group,Overweight,240,975,24.61538462
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_40_to_49,165,975,16.92307692
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_30_to_39,210,975,21.53846154
2020_21,Provider,RWH01,Lister Hospital,BMI group,unknown,350,975,35.8974359
2020_21,Provider,RWH01,Lister Hospital,Deprivation,1 - most deprived,35,975,3.58974359
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_70_to_79,40,975,4.102564103
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,5-9 years,115,975,11.79487179
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,10-14 years,145,975,14.87179487
2020_21,Provider,RWH01,Lister Hospital,Smoking status,2 - ex-smoker,250,975,25.64102564
2020_21,Provider,RWH01,Lister Hospital,Ethnicity group,Asian,20,975,2.051282051
2020_21,Provider,RWH01,Lister Hospital,Smoking status,3 - non-smoker,10,975,1.025641026
2020_21,Provider,RWH01,Lister Hospital,Deprivation,2 - 2nd most deprived,140,975,14.35897436
2020_21,Provider,RWH01,Lister Hospital,Deprivation,3 - 3rd most deprived,310,975,31.79487179
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,1-4 years,95,975,9.743589744
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,15-19 years,135,975,13.84615385
2020_21,Provider,RWH01,Lister Hospital,Smoking status,4 - never smoked,560,975,57.43589744
2020_21,Provider,RWH01,Lister Hospital,Smoking status,unknown,5,975,0.512820513
2020_21,Provider,RWH01,Lister Hospital,Ethnicity group,Mixed,10,975,1.025641026
2020_21,Provider,RWH01,Lister Hospital,Ethnicity group,Black,15,975,1.538461538
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_19_to_24,145,975,14.87179487
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_25_to_29,130,975,13.33333333
2020_21,Provider,RWH01,Lister Hospital,Age band,Age_80_plus,10,975,1.025641026
2020_21,Provider,RWH01,Lister Hospital,BMI group,Healthy weight,220,975,22.56410256
2020_21,Provider,RWH01,Lister Hospital,Diabetes duration,unknown,0,975,0
2020_21,Provider,RWH01,Lister Hospital,Glucose technology,CGM,65,975,6.666666667
2020_21,Provider,RWH01,Lister Hospital,Glucose technology,CLS,0,975,0
2020_21,Provider,RWH01,Lister Hospital,Glucose technology,Flash,285,975,29.23076923
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,3 - 53 < HbA1c <= 58,105,795,13.20754717
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,6 - HbA1c > 86,105,795,13.20754717
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,1 - HbA1c <= 48,80,795,10.06289308
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,5 - 69 < HbA1c <= 86,215,795,27.04402516
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,4 - 58 < HbA1c <= 69,215,795,27.04402516
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,HbA1c value unknown,5,795,0.628930818
2020_21,Provider,RWH01,Lister Hospital,HbA1c achieved,2 - 48 < HbA1c <= 53,80,795,10.06289308
2020_21,Provider,RWH01,Lister Hospital,HbA1c measured,HbA1c measured,800,975,82.05128205
2020_21,Provider,RWH01,Lister Hospital,insulin regimen,1. Insulin pump,145,975,14.87179487
2020_21,Provider,RWH01,Lister Hospital,insulin regimen,2. Basal bolus,800,975,82.05128205
2020_21,Provider,RWH01,Lister Hospital,insulin regimen,3. Fixed mix,30,975,3.076923077
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,All 3 TTs,135,635,21.25984252
2020_21,Provider,RWH01,Lister Hospital,Care processes,All 8 CPs measured,305,975,31.28205128
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,Combined prevention,355,490,72.44897959
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,HbA1c <= 58 mmol/mol,260,795,32.70440252
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,Primary prevention,290,415,69.87951807
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,Blood Pressure <= 140/80,485,705,68.79432624
2020_21,Provider,RWH01,Lister Hospital,Care processes,albumin measured,520,975,53.33333333
2020_21,Provider,RWH01,Lister Hospital,Care processes,BP measured,720,975,73.84615385
2020_21,Provider,RWH01,Lister Hospital,Care processes,cholesterol measured,710,975,72.82051282
2020_21,Provider,RWH01,Lister Hospital,Care processes,smoking measured,975,975,100
2020_21,Provider,RWH01,Lister Hospital,Care processes,foot_exam measured,595,975,61.02564103
2020_21,Provider,RWH01,Lister Hospital,Care processes,BMI measured,655,975,67.17948718
2020_21,Provider,RWH01,Lister Hospital,Care processes,creatinine measured,885,975,90.76923077
2020_21,Provider,RWH01,Lister Hospital,Care processes,HbA1c measured,800,975,82.05128205
2020_21,Provider,RWH01,Lister Hospital,Treatment targets,Secondary prevention,65,75,86.66666667
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,1-4 years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,3 - 3rd most deprived,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,2 - 2nd most deprived,15,45,33.33333333
2020_21,Provider,RWJ09,Stepping Hill Hospital,Smoking status,3 - non-smoker,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Smoking status,2 - ex-smoker,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,10-14 years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,5-9 years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_70_to_79,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,1 - most deprived,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,unknown,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_30_to_39,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_40_to_49,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,Overweight,15,45,33.33333333
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,Obese,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,4 - 2nd least deprived,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,20-29 years,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,30-39 years,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_50_to_59,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_60_to_69,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,Underweight,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,5 - least deprived,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,< 1 year,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,Severely obese,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,40-49 years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,50 plus years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Smoking status,1 - current smoker,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,ethnicity group,White,45,45,100
2020_21,Provider,RWJ09,Stepping Hill Hospital,Deprivation,unknown,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Ethnicity group,Asian,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,unknown,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,ethnicity group,unknown,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Smoking status,unknown,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,ethnicity group,Other,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Ethnicity group,Mixed,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Ethnicity group,Black,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_80_plus,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,BMI group,Healthy weight,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_25_to_29,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Age band,Age_19_to_24,10,45,22.22222222
2020_21,Provider,RWJ09,Stepping Hill Hospital,Smoking status,4 - never smoked,25,45,55.55555556
2020_21,Provider,RWJ09,Stepping Hill Hospital,Diabetes duration,15-19 years,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Glucose technology,CGM,5,45,11.11111111
2020_21,Provider,RWJ09,Stepping Hill Hospital,Glucose technology,CLS,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Glucose technology,Flash,25,45,55.55555556
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,1 - HbA1c <= 48,5,40,12.5
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,HbA1c value unknown,0,40,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,2 - 48 < HbA1c <= 53,5,40,12.5
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,3 - 53 < HbA1c <= 58,10,40,25
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,4 - 58 < HbA1c <= 69,10,40,25
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,5 - 69 < HbA1c <= 86,10,40,25
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c achieved,6 - HbA1c > 86,5,40,12.5
2020_21,Provider,RWJ09,Stepping Hill Hospital,HbA1c measured,HbA1c measured,40,45,88.88888889
2020_21,Provider,RWJ09,Stepping Hill Hospital,insulin regimen,1. Insulin pump,15,45,33.33333333
2020_21,Provider,RWJ09,Stepping Hill Hospital,insulin regimen,2. Basal bolus,30,45,66.66666667
2020_21,Provider,RWJ09,Stepping Hill Hospital,insulin regimen,3. Fixed mix,0,45,0
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,Secondary prevention,5,10,50
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,Blood Pressure <= 140/80,30,40,75
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,HbA1c <= 58 mmol/mol,15,40,37.5
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,All 3 TTs,10,40,25
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,All 8 CPs measured,15,45,33.33333333
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,BMI measured,40,45,88.88888889
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,BP measured,45,45,100
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,HbA1c measured,40,45,88.88888889
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,albumin measured,25,45,55.55555556
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,cholesterol measured,35,45,77.77777778
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,creatinine measured,45,45,100
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,smoking measured,40,45,88.88888889
2020_21,Provider,RWJ09,Stepping Hill Hospital,Care processes,foot_exam measured,25,45,55.55555556
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,Combined prevention,15,25,60
2020_21,Provider,RWJ09,Stepping Hill Hospital,Treatment targets,Primary prevention,5,15,33.33333333
2020_21,Provider,RWP50,Worcestershire Royal Hospital,ethnicity group,White,1255,1530,82.02614379
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Smoking status,1 - current smoker,255,1530,16.66666667
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,50 plus years,80,1530,5.22875817
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,40-49 years,135,1530,8.823529412
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,Severely obese,90,1530,5.882352941
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,< 1 year,40,1530,2.614379085
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,unknown,5,1530,0.326797386
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,5 - least deprived,345,1530,22.54901961
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,Underweight,20,1530,1.307189542
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_60_to_69,205,1530,13.39869281
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_50_to_59,320,1530,20.91503268
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,30-39 years,195,1530,12.74509804
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,20-29 years,335,1530,21.89542484
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,4 - 2nd least deprived,390,1530,25.49019608
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,Obese,190,1530,12.41830065
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,Overweight,340,1530,22.22222222
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_40_to_49,270,1530,17.64705882
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_30_to_39,285,1530,18.62745098
2020_21,Provider,RWP50,Worcestershire Royal Hospital,ethnicity group,unknown,240,1530,15.68627451
2020_21,Provider,RWP50,Worcestershire Royal Hospital,ethnicity group,Other,5,1530,0.326797386
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,unknown,600,1530,39.21568627
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,1 - most deprived,205,1530,13.39869281
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_70_to_79,110,1530,7.189542484
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,5-9 years,170,1530,11.11111111
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,10-14 years,215,1530,14.05228758
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Smoking status,2 - ex-smoker,400,1530,26.14379085
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Smoking status,3 - non-smoker,55,1530,3.594771242
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Ethnicity group,Asian,10,1530,0.653594771
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,2 - 2nd most deprived,270,1530,17.64705882
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Deprivation,3 - 3rd most deprived,315,1530,20.58823529
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,1-4 years,145,1530,9.477124183
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,15-19 years,220,1530,14.37908497
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Smoking status,4 - never smoked,815,1530,53.26797386
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Smoking status,unknown,5,1530,0.326797386
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Ethnicity group,Black,10,1530,0.653594771
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Ethnicity group,Mixed,10,1530,0.653594771
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_19_to_24,170,1530,11.11111111
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_25_to_29,140,1530,9.150326797
2020_21,Provider,RWP50,Worcestershire Royal Hospital,BMI group,Healthy weight,285,1530,18.62745098
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Age band,Age_80_plus,30,1530,1.960784314
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Diabetes duration,unknown,0,1530,0
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,6 - HbA1c > 86,180,1230,14.63414634
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,HbA1c value unknown,0,1230,0
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,2 - 48 < HbA1c <= 53,120,1230,9.756097561
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,4 - 58 < HbA1c <= 69,355,1230,28.86178862
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,3 - 53 < HbA1c <= 58,155,1230,12.60162602
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c measured,HbA1c measured,1250,1530,81.69934641
2020_21,Provider,RWP50,Worcestershire Royal Hospital,insulin regimen,3. Fixed mix,60,1530,3.921568627
2020_21,Provider,RWP50,Worcestershire Royal Hospital,insulin regimen,1. Insulin pump,245,1530,16.0130719
2020_21,Provider,RWP50,Worcestershire Royal Hospital,insulin regimen,2. Basal bolus,1225,1530,80.06535948
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Glucose technology,CGM,0,1530,0
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Glucose technology,Flash,730,1530,47.7124183
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Glucose technology,CLS,0,1530,0
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,1 - HbA1c <= 48,110,1230,8.943089431
2020_21,Provider,RWP50,Worcestershire Royal Hospital,HbA1c achieved,5 - 69 < HbA1c <= 86,305,1230,24.79674797
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,Blood Pressure <= 140/80,825,1135,72.68722467
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,smoking measured,1300,1530,84.96732026
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,All 8 CPs measured,340,1530,22.22222222
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,foot_exam measured,815,1530,53.26797386
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,HbA1c measured,1250,1530,81.69934641
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,BMI measured,995,1530,65.03267974
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,BP measured,1160,1530,75.81699346
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,albumin measured,500,1530,32.67973856
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,cholesterol measured,1055,1530,68.95424837
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Care processes,creatinine measured,1190,1530,77.77777778
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,All 3 TTs,210,1045,20.09569378
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,Combined prevention,585,900,65
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,HbA1c <= 58 mmol/mol,385,1230,31.30081301
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,Primary prevention,495,795,62.26415094
2020_21,Provider,RWP50,Worcestershire Royal Hospital,Treatment targets,Secondary prevention,85,105,80.95238095
2020_21,Provider,RWWWH,Warrington Hospital,Age band,Age_80_plus,5,480,1.041666667
2020_21,Provider,RWWWH,Warrington Hospital,BMI group,Healthy weight,90,480,18.75
2020_21,Provider,RWWWH,Warrington Hospital,Age band,Age_25_to_29,60,480,12.5
2020_21,Provider,RWWWH,Warrington Hospital,Age band,Age_19_to_24,75,480,15.625
2020_21,Provider,RWWWH,Warrington Hospital,Ethnicity group,Black,5,480,1.041666667
2020_21,Provider,RWWWH,Warrington Hospital,Smoking status,unknown,5,480,1.041666667
2020_21,Provider,RWWWH,Warrington Hospital,Smoking status,4 - never smoked,270,480,56.25
2020_21,Provider,RWWWH,Warrington Hospital,Diabetes duration,15-19 years,70,480,14.58333333
2020_21,Provider,RWWWH,Warrington Hospital,Diabetes duration,1-4 years,40,480,8.333333333
2020_21,Provider,RWWWH,Warrington Hospital,Deprivation,3 - 3rd most deprived,65,480,13.54166667
2020_21,Provider,RWWWH,Warrington Hospital,Deprivation,2 - 2nd most deprived,80,480,16.66666667
